alpha,epsilon,tau,lambda,data_model_type,data_model_name,problem_type
0.50000000,0.60000000,0.00000000,0.06291869,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
2.00000000,0.00000000,0.00000000,0.05805915,SourceCapacity,SourceCapacity_IDStudentPriorStrongFirstFeatureSigmaDelta,Logistic
2.00000000,0.40000000,0.00000000,0.26157150,SourceCapacity,SourceCapacity_IDStudentPriorStrongFirstFeatureSigmaDelta,Logistic
2.00000000,0.20000000,0.00000000,0.31550198,SourceCapacity,SourceCapacity_IDStudentPriorStrongFirstFeatureSigmaDelta,Logistic
0.50000000,0.20000000,0.00000000,0.05733405,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
0.50000000,0.40000000,0.00000000,0.06003547,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
2.00000000,0.60000000,0.00000000,0.06507030,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
2.00000000,0.40000000,0.00000000,0.06266368,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
2.00000000,0.20000000,0.00000000,0.06029720,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
10.00000000,0.20000000,0.00000000,0.31701014,SourceCapacity,SourceCapacity_IDStudentPriorStrongFirstFeatureSigmaDelta,Logistic
10.00000000,0.20000000,0.00000000,0.03140185,SourceCapacity,SourceCapacity_IDStudentPriorFirstFeatureSigmaDelta,Logistic
1.39460000,0.00000000,0.00000000,0.02404163,VanillaGaussian,VanillaGaussian,Logistic
1.94490000,0.00000000,0.00000000,0.01682878,VanillaGaussian,VanillaGaussian,Logistic
2.71230000,0.00000000,0.00000000,0.01080261,VanillaGaussian,VanillaGaussian,Logistic
1.39460000,0.10000000,0.00000000,0.02459124,VanillaGaussian,VanillaGaussian,Logistic
1.39460000,0.20000000,0.00000000,0.02407856,VanillaGaussian,VanillaGaussian,Logistic
1.94490000,0.10000000,0.00000000,0.01720430,VanillaGaussian,VanillaGaussian,Logistic
1.94490000,0.20000000,0.00000000,0.01621625,VanillaGaussian,VanillaGaussian,Logistic
2.71230000,0.10000000,0.00000000,0.01095039,VanillaGaussian,VanillaGaussian,Logistic
2.71230000,0.20000000,0.00000000,0.00938899,VanillaGaussian,VanillaGaussian,Logistic
5.27500000,0.00000000,0.00000000,0.00360651,VanillaGaussian,VanillaGaussian,Logistic
3.78250000,0.10000000,0.00000000,0.00632267,VanillaGaussian,VanillaGaussian,Logistic
3.78250000,0.20000000,0.00000000,0.00416244,VanillaGaussian,VanillaGaussian,Logistic
7.35640000,0.10000000,0.00000000,0.00137092,VanillaGaussian,VanillaGaussian,Logistic
3.78250000,0.00000000,0.00000000,0.00642429,VanillaGaussian,VanillaGaussian,Logistic
7.35640000,0.00000000,0.00000000,0.00194897,VanillaGaussian,VanillaGaussian,Logistic
1.29150000,0.00000000,0.00000000,0.02578513,VanillaGaussian,VanillaGaussian,Logistic
1.66810000,0.00000000,0.00000000,0.02005866,VanillaGaussian,VanillaGaussian,Logistic
2.15440000,0.00000000,0.00000000,0.01481612,VanillaGaussian,VanillaGaussian,Logistic
2.78260000,0.00000000,0.00000000,0.01040525,VanillaGaussian,VanillaGaussian,Logistic
1.66810000,0.10000000,0.00000000,0.02052300,VanillaGaussian,VanillaGaussian,Logistic
1.29150000,0.10000000,0.00000000,0.02636556,VanillaGaussian,VanillaGaussian,Logistic
3.59380000,0.00000000,0.00000000,0.00698889,VanillaGaussian,VanillaGaussian,Logistic
1.29150000,0.20000000,0.00000000,0.02594509,VanillaGaussian,VanillaGaussian,Logistic
1.66810000,0.20000000,0.00000000,0.01976857,VanillaGaussian,VanillaGaussian,Logistic
2.15440000,0.10000000,0.00000000,0.01512579,VanillaGaussian,VanillaGaussian,Logistic
2.15440000,0.20000000,0.00000000,0.01396949,VanillaGaussian,VanillaGaussian,Logistic
4.64160000,0.00000000,0.00000000,0.00452797,VanillaGaussian,VanillaGaussian,Logistic
2.78260000,0.10000000,0.00000000,0.01053419,VanillaGaussian,VanillaGaussian,Logistic
2.78260000,0.20000000,0.00000000,0.00892559,VanillaGaussian,VanillaGaussian,Logistic
3.59380000,0.10000000,0.00000000,0.00692592,VanillaGaussian,VanillaGaussian,Logistic
5.99480000,0.00000000,0.00000000,0.00285655,VanillaGaussian,VanillaGaussian,Logistic
3.59380000,0.20000000,0.00000000,0.00485220,VanillaGaussian,VanillaGaussian,Logistic
4.64160000,0.10000000,0.00000000,0.00427229,VanillaGaussian,VanillaGaussian,Logistic
7.74260000,0.00000000,0.00000000,0.00176879,VanillaGaussian,VanillaGaussian,Logistic
5.99480000,0.10000000,0.00000000,0.00241520,VanillaGaussian,VanillaGaussian,Logistic
4.64160000,0.20000000,0.00000000,0.00184107,VanillaGaussian,VanillaGaussian,Logistic
7.74260000,0.10000000,0.00000000,0.00115968,VanillaGaussian,VanillaGaussian,Logistic
10.00000000,0.10000000,0.00000000,0.00035695,VanillaGaussian,VanillaGaussian,Logistic
5.99480000,0.20000000,0.00000000,0.00001001,VanillaGaussian,VanillaGaussian,Logistic
0.31620000,0.00000000,0.00000000,0.05063911,VanillaGaussian,VanillaGaussian,Logistic
0.44100000,0.00000000,0.00000000,0.04657542,VanillaGaussian,VanillaGaussian,Logistic
0.31620000,0.10000000,0.00000000,0.05108473,VanillaGaussian,VanillaGaussian,Logistic
0.31620000,0.20000000,0.00000000,0.05137438,VanillaGaussian,VanillaGaussian,Logistic
0.44100000,0.10000000,0.00000000,0.04718438,VanillaGaussian,VanillaGaussian,Logistic
0.61500000,0.00000000,0.00000000,0.04135849,VanillaGaussian,VanillaGaussian,Logistic
0.85770000,0.00000000,0.00000000,0.03487635,VanillaGaussian,VanillaGaussian,Logistic
0.44100000,0.20000000,0.00000000,0.04743145,VanillaGaussian,VanillaGaussian,Logistic
0.61500000,0.10000000,0.00000000,0.04200506,VanillaGaussian,VanillaGaussian,Logistic
0.61500000,0.20000000,0.00000000,0.04215188,VanillaGaussian,VanillaGaussian,Logistic
1.19610000,0.00000000,0.00000000,0.02753038,VanillaGaussian,VanillaGaussian,Logistic
0.85770000,0.10000000,0.00000000,0.03554265,VanillaGaussian,VanillaGaussian,Logistic
0.85770000,0.20000000,0.00000000,0.03550663,VanillaGaussian,VanillaGaussian,Logistic
1.19610000,0.10000000,0.00000000,0.02813718,VanillaGaussian,VanillaGaussian,Logistic
1.19610000,0.20000000,0.00000000,0.02780382,VanillaGaussian,VanillaGaussian,Logistic
2.32630000,0.00000000,0.00000000,0.01339385,VanillaGaussian,VanillaGaussian,Logistic
3.24420000,0.00000000,0.00000000,0.00823492,VanillaGaussian,VanillaGaussian,Logistic
2.32630000,0.10000000,0.00000000,0.01365138,VanillaGaussian,VanillaGaussian,Logistic
2.32630000,0.20000000,0.00000000,0.01236407,VanillaGaussian,VanillaGaussian,Logistic
3.24420000,0.10000000,0.00000000,0.00824923,VanillaGaussian,VanillaGaussian,Logistic
4.52430000,0.00000000,0.00000000,0.00473541,VanillaGaussian,VanillaGaussian,Logistic
6.30960000,0.00000000,0.00000000,0.00259859,VanillaGaussian,VanillaGaussian,Logistic
3.24420000,0.20000000,0.00000000,0.00635821,VanillaGaussian,VanillaGaussian,Logistic
4.52430000,0.10000000,0.00000000,0.00449869,VanillaGaussian,VanillaGaussian,Logistic
4.52430000,0.20000000,0.00000000,0.00209206,VanillaGaussian,VanillaGaussian,Logistic
6.30960000,0.10000000,0.00000000,0.00212174,VanillaGaussian,VanillaGaussian,Logistic
6.30960000,0.20000000,0.00000000,0.00001001,VanillaGaussian,VanillaGaussian,Logistic
0.50000000,0.50000000,0.00000000,0.35504540,VanillaGaussian,VanillaGaussian,Ridge
0.50120000,0.00000000,0.00000000,0.60104858,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
0.50120000,0.20000000,0.00000000,0.58436249,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
0.50120000,0.40000000,0.00000000,0.56552874,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
0.50120000,0.60000000,0.00000000,0.54457928,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
2.23870000,0.00000000,0.00000000,0.14277043,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
2.23870000,0.20000000,0.00000000,0.13696612,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
2.23870000,0.40000000,0.00000000,0.12659681,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
2.23870000,0.60000000,0.00000000,0.11123373,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
10.00000000,0.00000000,0.00000000,0.01966078,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
10.00000000,0.20000000,0.00000000,0.01695907,KFeaturesModel,KFeaturesModel_TwoStrongFeatures,Logistic
10.00000000,0.00000000,0.00000000,0.57187392,VanillaGaussian,VanillaGaussian,Ridge
0.50000000,0.20000000,0.00000000,0.48473571,VanillaGaussian,VanillaGaussian,Ridge
5.25000000,0.00000000,0.00000000,0.57304217,VanillaGaussian,VanillaGaussian,Ridge
0.50000000,0.00000000,0.00000000,0.57320774,VanillaGaussian,VanillaGaussian,Ridge
0.50000000,0.40000000,0.00000000,0.39817174,VanillaGaussian,VanillaGaussian,Ridge
5.25000000,0.20000000,0.00000000,0.06183018,VanillaGaussian,VanillaGaussian,Ridge
0.50000000,0.60000000,0.00000000,0.31200552,VanillaGaussian,VanillaGaussian,Ridge
10.00000000,0.20000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
5.25000000,0.40000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
10.00000000,0.40000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
5.25000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
10.00000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
50.00000000,0.00000000,0.00000000,0.57117033,VanillaGaussian,VanillaGaussian,Ridge
100.00000000,0.00000000,0.00000000,0.57091444,VanillaGaussian,VanillaGaussian,Ridge
100.00000000,0.20000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
50.00000000,0.20000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
50.00000000,0.40000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
100.00000000,0.40000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
50.00000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
100.00000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Ridge
50.00000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Logistic
100.00000000,0.60000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Logistic
50.00000000,0.40000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Logistic
50.00000000,0.20000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Logistic
100.00000000,0.20000000,0.00000000,-0.00099999,VanillaGaussian,VanillaGaussian,Logistic
0.15850000,0.00000000,0.00000000,0.05575388,VanillaGaussian,VanillaGaussian,Logistic
0.15850000,0.20000000,0.00000000,55.85294191,VanillaGaussian,VanillaGaussian,Logistic
0.15850000,0.40000000,0.00000000,0.05646021,VanillaGaussian,VanillaGaussian,Logistic
0.15850000,0.60000000,0.00000000,0.05588890,VanillaGaussian,VanillaGaussian,Logistic
0.24120000,0.00000000,0.00000000,0.26449369,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.17430000,0.00000000,0.00000000,0.28360911,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.12590000,0.00000000,0.00000000,0.29820014,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.17430000,0.20000000,0.00000000,0.33915620,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.12590000,0.20000000,0.00000000,0.34838247,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.33380000,0.00000000,0.00000000,0.23955655,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.24120000,0.20000000,0.00000000,0.32456065,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.24120000,0.60000000,0.00000000,0.36092603,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.33380000,0.20000000,0.00000000,0.30336301,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.46210000,0.00000000,0.00000000,0.20901291,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.33380000,0.60000000,0.00000000,0.33578278,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.46210000,0.20000000,0.00000000,0.27502244,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.24120000,0.00000000,0.00000000,0.26449369,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.00000000,0.00000000,0.28360911,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.00000000,0.00000000,0.29820014,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.46210000,0.60000000,0.00000000,0.30199132,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.63960000,0.00000000,0.00000000,0.17407946,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.12590000,0.20000000,0.00000000,0.29916107,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.40000000,0.00000000,0.30038057,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.60000000,0.00000000,0.30136098,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.60000000,0.00000000,0.28774020,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.40000000,0.00000000,0.28688095,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.20000000,0.00000000,0.28534701,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.24120000,0.40000000,0.00000000,0.26827277,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.33380000,0.00000000,0.00000000,0.23955655,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.24120000,0.20000000,0.00000000,0.26669191,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.24120000,0.60000000,0.00000000,0.26903566,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.46210000,0.00000000,0.00000000,0.20901291,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.33380000,0.40000000,0.00000000,0.24378347,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.63960000,0.20000000,0.00000000,0.24021047,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.46210000,0.20000000,0.00000000,0.21180038,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.33380000,0.20000000,0.00000000,0.24221695,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.33380000,0.60000000,0.00000000,0.24417457,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.63960000,0.00000000,0.00000000,0.17407946,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.46210000,0.40000000,0.00000000,0.21318702,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.46210000,0.60000000,0.00000000,0.21292861,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.63960000,0.20000000,0.00000000,0.17692839,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.88520000,0.00000000,0.00000000,0.13787164,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.63960000,0.60000000,0.00000000,0.25984354,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
0.63960000,0.40000000,0.00000000,0.17785853,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.63960000,0.60000000,0.00000000,0.17655209,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.88520000,0.20000000,0.00000000,0.14054660,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.88520000,0.40000000,0.00000000,0.14073776,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
1.22530000,0.00000000,0.00000000,0.10399209,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.88520000,0.60000000,0.00000000,0.13790094,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.24120000,0.00000000,0.00000000,0.26449369,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.00000000,0.00000000,0.28360911,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.00000000,0.00000000,0.29820014,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.88520000,0.00000000,0.00000000,0.13787164,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingSecondHalf_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1]_SD_1_10_SU_1_10,Logistic
1.22530000,0.20000000,0.00000000,0.10632511,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.20000000,0.00000000,0.29916107,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.60000000,0.00000000,0.30136098,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.60000000,0.00000000,0.28774020,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.12590000,0.40000000,0.00000000,0.30038057,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.40000000,0.00000000,0.28688095,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
0.17430000,0.20000000,0.00000000,0.28534701,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingFirstHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
1.22530000,0.40000000,0.00000000,0.10546069,KFeaturesModel,KFeaturesModel_TwoFeatures_ProtectingIdentity_AttackingSecondHalf_[0.5 0.5]_[10  1]_[1 1],Logistic
